264.490446	1.0153387
264.844233	1.11037018
265.323944	1.20492321
265.869616	1.3002537200000002
266.3943	1.39612249
266.883006	1.49205105
267.293759	1.58824875
267.803453	1.68525382
268.199215	1.7819598700000001
268.675928	1.87941348
269.128655	1.9764484599999999
269.53940800000004	2.0741114
269.96815000000004	2.17186404
270.408885	2.26982601
270.903588	2.36799729
271.353317	2.46661713
271.740084	2.56517715
272.111861	2.66385679
272.489634	2.7624467100000003
272.858412	2.86172441
273.218195	2.9610021
273.583975	3.06036951
273.898786	3.15979672
274.132645	3.25964257
274.387492	3.3595183200000003
274.63934	3.45972301
274.924169	3.55959876
275.16402500000004	3.65998286
275.328926	3.7606061900000003
275.51181499999996	3.86116971
275.748673	3.96185284
275.940558	4.06307423
276.06048499999997	4.16411619
276.216392	4.2657861200000005
276.405278	4.367097220000001
276.58517	4.46876714
276.738078	4.57055668
276.822027	4.67297419
276.941955	4.775272080000001
